GWA_BTC,4/1/14,467.2761621,488.6226258,467.2761621,479.5625376,74776.47885,482.7574399,482.81553
GWA_BTC,4/2/14,479.1967087,494.2979335,431.3180293,437.0787348,114052.9611,460.19242,465.9324665
GWA_BTC,4/3/14,437.326535,449.7380939,414.4061791,445.5970384,91415.08018,432.2858846,433.2828406
GWA_BTC,4/4/14,445.1796027,456.1004592,429.1615065,449.8112589,51147.27202,443.4580859,443.9253096
GWA_BTC,4/5/14,450.0801998,464.0881479,445.1606553,461.6950746,28449.19454,452.5258322,452.9497554
GWA_BTC,4/6/14,463.1801797,469.1714314,451.1294908,461.0218531,21720.6442,460.921262,460.8858047
GWA_BTC,4/7/14,461.8400238,464.2729699,445.426509,452.9017748,34949.20301,455.315609,455.750201
GWA_BTC,4/8/14,450.065024,462.7266479,447.9604511,452.8985453,24290.13784,453.9642284,453.9032731
GWA_BTC,4/9/14,454.861445,464.3692022,442.9625511,449.3020955,30135.24576,450.428162,451.0779806
GWA_BTC,4/10/14,449.7171385,449.7171385,358.7018391,366.7656655,149892.25,401.8361992,409.4326108
GWA_BTC,4/11/14,364.2541041,430.1289663,349.1995274,421.7872042,151050.9498,403.9965784,403.6022356
GWA_BTC,4/12/14,421.7881304,442.8784903,417.0526593,422.2081159,46929.09543,428.1953766,426.8235419
GWA_BTC,4/13/14,421.4602489,432.0918345,395.4091674,414.5388142,53934.63243,416.3937155,417.3454778
GWA_BTC,4/14/14,414.2574797,469.6622269,407.7614634,458.4099341,111601.5695,450.1096671,445.3671903
GWA_BTC,4/15/14,459.0406823,525.9021307,454.2250718,521.6404994,106453.571,487.6895559,487.8842604
GWA_BTC,4/16/14,522.0338368,546.6563654,496.7609921,528.2279135,107650.0618,518.2142704,518.2319153
GWA_BTC,4/17/14,528.3833521,534.0497283,484.2520874,495.8568014,69639.91716,507.5977296,506.0506718
GWA_BTC,4/18/14,496.7299655,500.5326276,472.6194365,480.7076107,40426.98247,488.1016149,486.681323
GWA_BTC,4/19/14,480.4105264,507.0365266,470.7784293,502.3093764,39646.70116,491.84981,491.9190358
GWA_BTC,4/20/14,501.4260977,512.6567873,491.4532244,498.9775476,23961.76875,503.4070466,502.804099
GWA_BTC,4/21/14,498.7831166,510.4235125,492.9441894,496.1234042,30908.04817,500.6930497,501.0533462
GWA_BTC,4/22/14,495.6293858,513.4582373,488.5160156,490.112337,25861.67019,495.904531,495.7201549
GWA_BTC,4/23/14,490.0948926,500.2369964,486.2439753,491.5344077,20876.20369,491.0215637,490.9710934
GWA_BTC,4/24/14,491.7908381,508.2486321,482.8977504,501.9926065,27346.0818,491.6536023,491.504298
GWA_BTC,4/25/14,501.8686089,509.2865482,442.7346045,462.3591172,101986.3616,460.6719079,465.2969787
GWA_BTC,4/26/14,461.3125143,467.1573001,448.7832745,458.6088125,28149.122,455.4861008,456.8373821
GWA_BTC,4/27/14,458.8328947,463.8776223,437.8883395,437.9752867,25240.28049,452.3003911,452.7146999
GWA_BTC,4/28/14,437.6815304,448.1479432,423.161284,440.4020777,54794.92641,437.0414019,436.2891525
GWA_BTC,4/29/14,440.7807744,460.7942851,434.2730884,447.2562249,36852.80861,444.8327857,445.0189178
GWA_BTC,4/30/14,447.4599648,460.7850332,436.4901295,448.1878155,35624.19798,446.4884059,446.5258195
GWA_BTC,5/1/14,450.0632175,461.9789404,448.0259099,461.1566257,29669.84361,455.1301485,455.1003267
GWA_BTC,5/2/14,461.2839761,465.9537036,443.8576924,449.8306838,24272.25226,450.8927872,450.9238463
GWA_BTC,5/3/14,450.9931295,451.9052199,433.6834424,437.8757914,23924.47051,442.3401929,442.3544597
GWA_BTC,5/4/14,437.6232569,439.0922586,430.4871255,434.8149499,12864.4956,434.7713753,434.7630349
GWA_BTC,5/5/14,435.7601268,439.9898579,427.4403704,431.5236979,24150.66305,431.6010679,431.7895271
GWA_BTC,5/6/14,431.8086147,432.8846665,418.7354763,429.1380854,30569.07874,427.31297,427.0408835
GWA_BTC,5/7/14,429.1380854,447.0913887,422.071204,439.720263,42201.39068,438.4842866,437.0726015
GWA_BTC,5/8/14,438.4884655,447.023013,438.1585043,438.9991939,21352.07497,442.1820721,441.9018773
GWA_BTC,5/9/14,437.5157728,464.5406934,436.8280817,450.6038592,25042.71341,446.2400789,445.7329359
GWA_BTC,5/10/14,450.0374131,461.3787032,448.4575185,453.86099,15908.61267,452.9912861,452.9820938
GWA_BTC,5/11/14,453.7043054,464.9411077,434.0426245,438.8526391,29164.93469,443.5810566,445.5766154
GWA_BTC,5/12/14,438.8449895,452.0722606,433.0467789,440.1777109,18609.72892,439.4076011,439.8261417
GWA_BTC,5/13/14,440.7289732,450.9524712,436.0102277,439.472309,21658.91257,441.0390783,441.0687963
GWA_BTC,5/14/14,439.4717765,447.3746858,437.6786475,442.2651095,23017.67072,442.2139232,442.0932472
GWA_BTC,5/15/14,443.272471,450.2429501,442.3078171,449.356607,19421.42682,447.2748919,447.2622532
GWA_BTC,5/16/14,449.4040043,451.7401615,444.5485488,447.5090726,17256.97245,448.6462375,448.67056
GWA_BTC,5/17/14,447.0893787,452.6213979,444.216222,450.2374353,9874.595479,447.6187298,447.9889313
GWA_BTC,5/18/14,450.4808314,451.5474284,444.4906337,446.415172,8268.923438,447.6846594,447.7202128
GWA_BTC,5/19/14,446.5197528,449.8081975,442.2838528,446.8699401,15192.93741,445.6457117,445.6014016
GWA_BTC,5/20/14,447.2313089,491.6267783,445.6994765,486.6242309,84195.45946,471.7688868,464.1835511
